path,label
data_aug_AFIB/07012_lr-0_0.png,1
data_aug_AFIB/07012_lr-0_1.png,1
data_aug_AFIB/20661_lr-0_0.png,1
data_aug_AFIB/20661_lr-0_1.png,1
data_aug_AFIB/10927_lr-0_0.png,1
data_aug_AFIB/10927_lr-0_1.png,1
data_aug_AFIB/08554_lr-0_0.png,1
data_aug_AFIB/08554_lr-0_1.png,1
data_aug_AFIB/09518_lr-0_0.png,1
data_aug_AFIB/09518_lr-0_1.png,1
data_aug_AFIB/02526_lr-0_0.png,1
data_aug_AFIB/02526_lr-0_1.png,1
data_aug_AFIB/11045_lr-0_0.png,1
data_aug_AFIB/11045_lr-0_1.png,1
data_aug_AFIB/08769_lr-0_0.png,1
data_aug_AFIB/08769_lr-0_1.png,1
data_aug_AFIB/15439_lr-0_0.png,1
data_aug_AFIB/15439_lr-0_1.png,1
data_aug_AFIB/19117_lr-0_0.png,1
data_aug_AFIB/19117_lr-0_1.png,1
data_aug_AFIB/06844_lr-0_0.png,1
data_aug_AFIB/06844_lr-0_1.png,1
data_aug_AFIB/16390_lr-0_0.png,1
data_aug_AFIB/16390_lr-0_1.png,1
data_aug_AFIB/20667_lr-0_0.png,1
data_aug_AFIB/20667_lr-0_1.png,1
data_aug_AFIB/20517_lr-0_0.png,1
data_aug_AFIB/20517_lr-0_1.png,1
data_aug_AFIB/00872_lr-0_0.png,1
data_aug_AFIB/00872_lr-0_1.png,1
data_aug_AFIB/13200_lr-0_0.png,1
data_aug_AFIB/13200_lr-0_1.png,1
data_aug_AFIB/10805_lr-0_0.png,1
data_aug_AFIB/10805_lr-0_1.png,1
data_aug_AFIB/16285_lr-0_0.png,1
data_aug_AFIB/16285_lr-0_1.png,1
data_aug_AFIB/12769_lr-0_0.png,1
data_aug_AFIB/12769_lr-0_1.png,1
data_aug_AFIB/07191_lr-0_0.png,1
data_aug_AFIB/07191_lr-0_1.png,1
data_aug_AFIB/06065_lr-0_0.png,1
data_aug_AFIB/06065_lr-0_1.png,1
data_aug_AFIB/09727_lr-0_0.png,1
data_aug_AFIB/09727_lr-0_1.png,1
data_aug_AFIB/19263_lr-0_0.png,1
data_aug_AFIB/19263_lr-0_1.png,1
data_aug_AFIB/18943_lr-0_0.png,1
data_aug_AFIB/18943_lr-0_1.png,1
data_aug_AFIB/12988_lr-0_0.png,1
data_aug_AFIB/12988_lr-0_1.png,1
data_aug_AFIB/18324_lr-0_0.png,1
data_aug_AFIB/18324_lr-0_1.png,1
data_aug_AFIB/11447_lr-0_0.png,1
data_aug_AFIB/11447_lr-0_1.png,1
data_aug_AFIB/04653_lr-0_0.png,1
data_aug_AFIB/04653_lr-0_1.png,1
data_aug_AFIB/21093_lr-0_0.png,1
data_aug_AFIB/21093_lr-0_1.png,1
data_aug_AFIB/12456_lr-0_0.png,1
data_aug_AFIB/12456_lr-0_1.png,1
data_aug_AFIB/10943_lr-0_0.png,1
data_aug_AFIB/10943_lr-0_1.png,1
data_aug_AFIB/19510_lr-0_0.png,1
data_aug_AFIB/19510_lr-0_1.png,1
data_aug_AFIB/17809_lr-0_0.png,1
data_aug_AFIB/17809_lr-0_1.png,1
data_aug_AFIB/16843_lr-0_0.png,1
data_aug_AFIB/16843_lr-0_1.png,1
data_aug_AFIB/09578_lr-0_0.png,1
data_aug_AFIB/09578_lr-0_1.png,1
data_aug_AFIB/20945_lr-0_0.png,1
data_aug_AFIB/20945_lr-0_1.png,1
data_aug_AFIB/17265_lr-0_0.png,1
data_aug_AFIB/17265_lr-0_1.png,1
data_aug_AFIB/20218_lr-0_0.png,1
data_aug_AFIB/20218_lr-0_1.png,1
data_aug_AFIB/21472_lr-0_0.png,1
data_aug_AFIB/21472_lr-0_1.png,1
data_aug_AFIB/11510_lr-0_0.png,1
data_aug_AFIB/11510_lr-0_1.png,1
data_aug_AFIB/11585_lr-0_0.png,1
data_aug_AFIB/11585_lr-0_1.png,1
data_aug_AFIB/20448_lr-0_0.png,1
data_aug_AFIB/20448_lr-0_1.png,1
data_aug_AFIB/16926_lr-0_0.png,1
data_aug_AFIB/16926_lr-0_1.png,1
data_aug_AFIB/00547_lr-0_0.png,1
data_aug_AFIB/00547_lr-0_1.png,1
data_aug_AFIB/07014_lr-0_0.png,1
data_aug_AFIB/07014_lr-0_1.png,1
data_aug_AFIB/16739_lr-0_0.png,1
data_aug_AFIB/16739_lr-0_1.png,1
data_aug_AFIB/20184_lr-0_0.png,1
data_aug_AFIB/20184_lr-0_1.png,1
data_aug_AFIB/08513_lr-0_0.png,1
data_aug_AFIB/08513_lr-0_1.png,1
data_aug_AFIB/14198_lr-0_0.png,1
data_aug_AFIB/14198_lr-0_1.png,1
data_aug_AFIB/12663_lr-0_0.png,1
data_aug_AFIB/12663_lr-0_1.png,1
data_aug_AFIB/08448_lr-0_0.png,1
data_aug_AFIB/08448_lr-0_1.png,1
data_aug_AFIB/13112_lr-0_0.png,1
data_aug_AFIB/13112_lr-0_1.png,1
data_aug_AFIB/04248_lr-0_0.png,1
data_aug_AFIB/04248_lr-0_1.png,1
data_aug_AFIB/04777_lr-0_0.png,1
data_aug_AFIB/04777_lr-0_1.png,1
data_aug_AFIB/21364_lr-0_0.png,1
