path,label
15857_lr-0.png,0
15824_lr-0.png,1
21151_lr-0.png,0
00703_lr-0.png,1
15201_lr-0.png,0
12649_lr-0.png,0
03548_lr-0.png,1
03358_lr-0.png,0
12522_lr-0.png,0
04591_lr-0.png,0
05631_lr-0.png,1
04711_lr-0.png,0
16732_lr-0.png,1
04667_lr-0.png,0
14187_lr-0.png,0
20157_lr-0.png,1
07450_lr-0.png,1
00973_lr-0.png,0
12586_lr-0.png,0
17261_lr-0.png,1
08023_lr-0.png,0
09182_lr-0.png,0
05015_lr-0.png,0
14860_lr-0.png,0
00790_lr-0.png,0
11975_lr-0.png,0
16408_lr-0.png,0
20205_lr-0.png,0
09066_lr-0.png,0
09552_lr-0.png,0
05698_lr-0.png,0
18160_lr-0.png,0
12942_lr-0.png,0
04590_lr-0.png,1
10351_lr-0.png,0
13633_lr-0.png,0
13275_lr-0.png,0
16565_lr-0.png,1
18756_lr-0.png,1
10274_lr-0.png,1
09815_lr-0.png,0
03197_lr-0.png,0
01098_lr-0.png,0
12541_lr-0.png,0
17153_lr-0.png,0
19949_lr-0.png,0
18733_lr-0.png,0
19992_lr-0.png,1
18328_lr-0.png,1
17330_lr-0.png,0
17237_lr-0.png,1
04849_lr-0.png,0
20415_lr-0.png,0
10411_lr-0.png,1
00608_lr-0.png,1
18817_lr-0.png,0
18120_lr-0.png,0
13232_lr-0.png,0
04449_lr-0.png,0
16153_lr-0.png,1
02888_lr-0.png,0
20750_lr-0.png,0
08328_lr-0.png,1
02595_lr-0.png,0
12569_lr-0.png,1
06297_lr-0.png,0
01286_lr-0.png,0
13199_lr-0.png,1
11695_lr-0.png,0
07970_lr-0.png,1
20046_lr-0.png,0
07964_lr-0.png,0
07138_lr-0.png,1
18804_lr-0.png,0
12644_lr-0.png,0
05199_lr-0.png,0
04741_lr-0.png,0
09323_lr-0.png,0
07657_lr-0.png,0
00644_lr-0.png,0
14361_lr-0.png,1
03245_lr-0.png,0
00215_lr-0.png,0
00691_lr-0.png,1
09767_lr-0.png,1
11919_lr-0.png,0
15265_lr-0.png,0
21673_lr-0.png,1
07259_lr-0.png,0
06036_lr-0.png,0
20048_lr-0.png,0
18696_lr-0.png,0
08170_lr-0.png,0
00595_lr-0.png,0
06152_lr-0.png,1
04251_lr-0.png,0
20273_lr-0.png,1
09899_lr-0.png,1
06370_lr-0.png,0
03110_lr-0.png,0
16903_lr-0.png,0
14167_lr-0.png,0
08101_lr-0.png,0
15081_lr-0.png,1
00179_lr-0.png,0
18458_lr-0.png,0
08241_lr-0.png,1
21414_lr-0.png,0
09134_lr-0.png,0
21472_lr-0.png,1
20946_lr-0.png,0
21592_lr-0.png,1
14639_lr-0.png,1
20561_lr-0.png,1
11230_lr-0.png,0
19129_lr-0.png,1
13126_lr-0.png,0
21797_lr-0.png,1
20240_lr-0.png,0
15923_lr-0.png,0
09081_lr-0.png,0
13440_lr-0.png,0
05604_lr-0.png,0
13149_lr-0.png,0
05219_lr-0.png,0
21511_lr-0.png,0
19748_lr-0.png,0
04117_lr-0.png,1
16591_lr-0.png,1
09531_lr-0.png,0
14022_lr-0.png,0
15459_lr-0.png,0
14198_lr-0.png,1
02133_lr-0.png,0
19426_lr-0.png,1
15091_lr-0.png,1
07274_lr-0.png,0
13280_lr-0.png,1
09659_lr-0.png,0
07668_lr-0.png,0
21489_lr-0.png,1
16215_lr-0.png,0
15332_lr-0.png,0
09481_lr-0.png,0
05777_lr-0.png,1
09125_lr-0.png,1
11484_lr-0.png,0
09951_lr-0.png,0
21568_lr-0.png,1
06004_lr-0.png,0
02004_lr-0.png,1
13880_lr-0.png,0
09068_lr-0.png,1
03340_lr-0.png,1
03834_lr-0.png,0
09925_lr-0.png,0
20214_lr-0.png,0
17975_lr-0.png,0
17351_lr-0.png,0
15963_lr-0.png,0
21378_lr-0.png,1
07992_lr-0.png,0
03313_lr-0.png,0
20042_lr-0.png,1
11519_lr-0.png,0
11893_lr-0.png,1
15471_lr-0.png,1
19313_lr-0.png,0
08720_lr-0.png,0
04181_lr-0.png,0
14887_lr-0.png,1
20924_lr-0.png,0
00828_lr-0.png,1
21454_lr-0.png,0
05205_lr-0.png,1
21157_lr-0.png,0
02049_lr-0.png,1
20330_lr-0.png,1
16374_lr-0.png,1
16926_lr-0.png,1
13949_lr-0.png,1
12909_lr-0.png,0
16990_lr-0.png,1
11053_lr-0.png,0
09527_lr-0.png,1
14633_lr-0.png,0
15888_lr-0.png,0
06692_lr-0.png,1
09492_lr-0.png,0
02778_lr-0.png,0
20729_lr-0.png,1
11995_lr-0.png,0
11981_lr-0.png,0
13962_lr-0.png,0
20537_lr-0.png,0
01892_lr-0.png,0
08025_lr-0.png,0
06102_lr-0.png,0
19789_lr-0.png,0
12587_lr-0.png,0
07534_lr-0.png,1
17873_lr-0.png,0
17386_lr-0.png,1
09849_lr-0.png,0
01075_lr-0.png,1
13815_lr-0.png,0
11287_lr-0.png,0
18914_lr-0.png,0
18858_lr-0.png,0
15846_lr-0.png,1
00773_lr-0.png,0
13130_lr-0.png,1
12490_lr-0.png,1
16679_lr-0.png,1
20701_lr-0.png,1
13058_lr-0.png,1
08754_lr-0.png,0
18388_lr-0.png,0
09380_lr-0.png,0
03045_lr-0.png,0
05913_lr-0.png,0
15060_lr-0.png,0
07795_lr-0.png,0
00752_lr-0.png,0
01457_lr-0.png,0
04602_lr-0.png,0
15141_lr-0.png,1
09059_lr-0.png,0
04178_lr-0.png,0
14906_lr-0.png,1
14311_lr-0.png,0
08961_lr-0.png,0
19276_lr-0.png,0
07861_lr-0.png,0
19914_lr-0.png,0
15754_lr-0.png,0
06022_lr-0.png,0
02925_lr-0.png,0
10869_lr-0.png,0
12722_lr-0.png,0
09275_lr-0.png,0
11242_lr-0.png,0
18690_lr-0.png,1
00318_lr-0.png,1
15047_lr-0.png,0
13947_lr-0.png,0
04554_lr-0.png,0
19077_lr-0.png,0
01755_lr-0.png,1
05720_lr-0.png,1
11793_lr-0.png,1
15039_lr-0.png,1
07510_lr-0.png,0
20721_lr-0.png,1
11886_lr-0.png,1
15196_lr-0.png,0
20558_lr-0.png,0
13742_lr-0.png,1
05289_lr-0.png,0
00337_lr-0.png,1
07858_lr-0.png,0
01921_lr-0.png,0
12568_lr-0.png,1
15574_lr-0.png,1
10761_lr-0.png,1
01719_lr-0.png,0
07020_lr-0.png,0
20752_lr-0.png,1
11327_lr-0.png,0
02219_lr-0.png,1
10028_lr-0.png,0
03121_lr-0.png,0
03224_lr-0.png,0
14087_lr-0.png,1
08461_lr-0.png,0
04343_lr-0.png,0
18447_lr-0.png,0
04408_lr-0.png,0
11440_lr-0.png,0
16384_lr-0.png,1
16933_lr-0.png,0
